21413,Jo-Anne Monahan,ACAP Cape Breton,ICB01,2012-10-25 12:00:00 AM,2012,299,Irish Cove Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NS01FH0049,Off Rt. 4 turn onto Rear Irish Cove Rd.  Park at widening in road across from Quarry; sample site 50m to right through woods.  ,Kick Net,400,1,False,Potential Reference,45.8087000,-60.6638600,nad83,17,2,,,31,100,,,,,,,,,,,38.7,,,,,,,,,54.83,,,,,19.35,38.7,,,,,,,,,,,,,,,,,,,,51.61,3.22,,,64.51,,,,,,,,,3.22,,,,,,,,,461.29,,,,,,,,6.45,,,,,,,,,80.64,,,87.09,,,,,,,,,,,,,,,,,,,,,,,,,,22.58,12.9,3.22,,,,,,,,,,,,9.67,,,,,,16.12,,,,,,,,,,,,,9.67,,,6.45,,,,,,,,,;;;;;;;
26926,Jo-Anne Monahan,ACAP Cape Breton,ICB01,2015-09-28 12:00:00 AM,2015,271,Irish Cove Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NS01FH0049,"Off Rt.4, turn onto rear Irish Cove Rd.park at widening across from quarry, walk 50m in woods to right of parking spot.",Kick Net,400,1,False,Potential Reference,45.8085600,-60.6644200,nad83,42,2,,,21,100,,,,,,,,,,,166.66,,,,4.76,,,,,23.8,,,14.28,,95.23,42.85,,,,,,,,,,,,,,,,,,,,90.47,,,,90.47,,,,,,,,,4.76,,4.76,,,,,,,528.57,,,,,,,,4.76,14.28,,4.76,9.52,,,,9.52,133.33,,,80.95,4.76,,,,,,,,,,,,,,14.28,,,,,,4.76,,,,,28.57,,4.76,,,,,,,,,,14.28,,14.28,,,,,,19.04,,,,,,,,,,,,,,,,9.52,,,,,,,,,;;;;;;;;
21421,Jo-Anne Monahan,ACAP Cape Breton,JMC01,2012-12-13 12:00:00 AM,2012,348,Jim MacDonalds Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NS01FH0045,Small parking area w/ public water access (drinking); off rt. 4 upstream from bridge.,Kick Net,400,1,False,Potential Reference,45.8358300,-60.6595500,nad83,9,2,,,44,100,,,4.54,,,,,,,,36.36,,,,,,,,,,,,,,27.27,31.81,,,,,,,,,,,,,,,,,,,,,2.27,,,163.63,,,,,,,,,,,,,,,,,,275,,,,,,,,2.27,,,,,,,,,9.09,,,77.27,2.27,,,,,,,,,,,,,,,13.63,,,,,,,,,,4.54,15.9,,,2.27,,,,,,,,,,,,,,,,2.27,,,,13.63,,,,,,,,,20.45,,,,,,,,,,,,;;;;;;;
26787,Jo-Anne Monahan,ACAP Cape Breton,JMC01,2015-09-28 12:00:00 AM,2015,271,Jim MacDonalds Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NS01FH0045,Small parking area with public fire hydrant. Off Rt.4 U/S of bridge. ,Kick Net,400,1,False,Potential Reference,45.8360100,-60.6591700,nad83,14,2,,,100,100,,,,,,,,,,,22,,,,,,,,,13,,,,,55,40,,,,,,,,,,,,,,,,,,,,26,,3,11,9,,,,,,,,,2,,,,,,,,,52,,,,,,,,11,,,5,3,,,,,43,,,16,3,,,,,,2,,,,,,,,1,,,,,,,,,,,5,11,14,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,17,25,,,,,,,,;;;;;;;;
22938,Jo-Anne Monahan,ACAP Cape Breton,LEO001,2013-11-26 12:00:00 AM,2013,330,MacLeods Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NS01FH0050,Upstream of Hwy bridge.,Kick Net,400,1,False,Potential Reference,45.8050400,-60.7210400,nad83,32,2,,,16,100,,,6.25,,,,,,,,262.5,,,,12.5,,,,,43.75,,,,,456.25,25,,,,,,,,,,,,,,,,,,,,43.75,18.75,,,306.25,,,,,,,,,,,,,,,,,,200,,,,,,,,25,,,,,,,,12.5,68.75,,,200,12.5,,6.25,,,,43.75,,,,,,,,6.25,106.25,,,,,,,,,,12.5,25,,,,,,,,,,,12.5,,,,,,,,,,,,37.5,,,,,,,,,25,,,12.5,,,,,,,,,;;;;;;;;
21420,Jo-Anne Monahan,ACAP Cape Breton,MAI01,2012-12-11 12:00:00 AM,2012,346,MacIntyres Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NSO1FJ0269,"Off Rt. 4, parking in old driveway on sydney side of small bridge.  Old driveway runs parallel to brook; follow up 50m, sampling reach on your right.  ",Kick Net,400,1,False,Potential Reference,45.8913800,-60.5690100,nad83,30,2,,,37,100,,,21.62,,,,,,,,18.91,,,,,,,,,,,,,,24.32,91.89,,,,,,,,,,,,,,,,,,,,5.4,,,,89.18,,,,,,,,,,,,,,,,,,356.75,,,,,,,,5.4,,,,,,,,,54.05,,,45.94,2.7,,2.7,,,,,,,,,,,,,16.21,,,,,,,,,,,45.94,2.7,,,,,,,,,,,,,,,2.7,,,,,,,16.21,,,,,,2.7,,,8.1,,,5.4,5.4,,,,,,,,;;;;;;;
26730,Jo-Anne Monahan,ACAP Cape Breton,MAI01,2015-09-29 12:00:00 AM,2015,272,MacIntyres Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NSO1FJ0269,Off Rt.4 U/S from bridge; follow old driveway parallel to brook. Sampling just D/S from homemade ATV bridge,Kick Net,400,1,False,Potential Reference,45.8911600,-60.5685400,nad83,22,2,,,24,100,,,,,,,,,,4.16,12.5,,,,25,,,,,37.5,,,8.33,,395.83,79.16,,,,,,,,,,,,,,,,,,,,79.16,,,,29.16,,4.16,,,,,,,,,4.16,,,,,,,112.5,,,,,,,,16.66,,,,,,,,4.16,129.16,,,104.16,,,,,,,,,,,,,,,8.32,,,,,,,,,,,16.66,37.5,25,,,,,8.33,,,,,16.66,,,4.16,,,,,,,,,,,,,8.33,,,,,,,,54.16,8.33,,,,,,,,;;;;;;;
21416,Jo-Anne Monahan,ACAP Cape Breton,MCB01,2012-12-07 12:00:00 AM,2012,342,McNabs Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NS01FH0047,"Slimy rocks present; Off of Route 4 Hwy, pull down driveway to left heading toward St. Peter's.  Dirt driveway ends at fire hydrant next to brook; go upstream 25 meters to beginning of sampling site.",Kick Net,400,1,False,Potential Reference,45.7305100,-60.7221200,nad83,8,3,,,12,100,,,,,,,,,,,508.33,,,,,,,,,500,,,,,366.66,75,,,,,,,,,,,,,,,,,,,,133.33,,,,258.33,,,,,,,,,,,,,,,,,,141.66,,,,,,,,8.33,,,,,,,,,58.33,,,166.66,33.33,,,,,,100,,,,,,,,58.33,66.66,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,83.33,,,,8.33,,,,,58.33,,,,8.33,,,,,,,,;;;;;;
21414,Jo-Anne Monahan,ACAP Cape Breton,MCN01,2012-11-28 12:00:00 AM,2012,333,MacNeils Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NS01FJ0270,Off of Route 4 in Middle Cape walked in from highway.  ,Kick Net,400,1,False,Potential Reference,45.8671800,-60.6140100,nad83,21,2,,,14,100,,,,,,,,,,14.28,300,,,,171.42,,,,,,,,7.14,,457.14,21.42,,,,,,,,,,,,,,,,,,,,135.71,7.14,,,371.42,,,,,,,,,,,,,,,,,,321.42,,,,,,,,21.42,,,,7.14,,,,,21.42,,,28.57,21.42,,,,,,7.14,,,,,,,,7.14,128.57,,,,,,,,,,,85.71,,,,,,,,,,,,,,,,,,,14.28,,,,128.57,,,,,,,,,64.28,,,7.14,7.14,,,,,,,,;;;;;;;;
26786,Jo-Anne Monahan,ACAP Cape Breton,MCN01,2015-09-29 12:00:00 AM,2015,272,MacNeils Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NS01FJ0270,"Off Rt.4 in Middle Cape, walked U/S from highway",Kick Net,400,1,False,Potential Reference,45.8670000,-60.6131000,nad83,27,2,,,14,100,,,,,,,,,,,121.42,,,,42.85,,,,,42.85,,,14.28,,392.85,85.71,,,,,,,,,,,,,,,,,,,,557.14,,,,50,,,,,,,,,14.28,,,,,,,,,21.42,,,,,,,,128.57,,,,,,,,21.42,378.57,,,57.14,,,,,,,14.28,,,,,,,,,,,,,,,,,,,57.14,21.42,64.28,,,,,,,,,,,,,7.14,,,,,14.28,,,,,,,,14.28,,,,,,,,42.85,14.28,,,,,,,,;;;;;;;;
26924,Jo-Anne Monahan,ACAP Cape Breton,MIT01,2015-09-30 12:00:00 AM,2015,273,MacIntosh Brook,Bras d'Or Lakes,-999,The KYW information cannot be retrieved at this time. The correct value will be retrieved automatica,128,Nova Scotia Highlands,Nova Scotia,,"Off Rt.216, walk U/S from bridge",Kick Net,400,1,False,Potential Reference,45.9663600,-60.5211200,nad83,1,3,,,20,100,,,,,,,,,,5,20,,,,,,,,,5,,,50,,735,5,,,,,,,,,,,,,,,,,,,,10,25,10,,80,,,,,,,,,20,,,,,,,10,,20,,,,,,,,,,,,5,,,,15,95,50,15,30,,,,,,,10,,,,,,,,125,,,,,,,,,,,10,15,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,5,,,35,70,,,,5,,,,;;;;;;;;
23106,Jo-Anne Monahan,ACAP Cape Breton,SOL001,2013-11-26 12:00:00 AM,2013,330,Soldiers Cove Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,125,Atlantic Coast,Nova Scotia,NS01FH0051,Off Old Trunk 4 road. Sample site d/s of crossing with Old Trunk 4 and u/s of Hwy 4.,Kick Net,400,1,False,Potential Reference,45.6941100,-60.7329700,nad83,43,3,,,2,100,,,,,,,,,,50,850,,,,,,50,,,1950,,,,,5200,,,,,,,,,,,,,,,,,,,,,50,100,,,1900,,,,,,,,,,,,,,,,,,200,,,,,,,,200,50,,,,,,,50,100,,,3200,50,,,,,,,,,,,,,,,100,,,,,,,,,,,150,400,,,,,,,,,,50,,,,,,,,100,,,,200,,,,,,,,,200,,,50,50,,,,,,,,;;;;;;;;
23104,Jo-Anne Monahan,ACAP Cape Breton,SPR001,2013-11-27 12:00:00 AM,2013,331,Spruce Brook,Bras d'Or Lakes,-999,The KYW information cannot be retrieved at this time. The correct value will be retrieved automatica,128,Nova Scotia Highlands,Nova Scotia,NS01FJ0273,"Off Hwy 215 in Northside East Bay. Sampled U/S of Hwy, parked in driveway.",Kick Net,400,1,False,Potential Reference,46.0067500,-60.4365400,nad83,43,1,,,7,100,,,57.14,,,,,,,,371.42,,,,,,,,,57.14,,,,,400,185.71,,,,,,,,,,,,,,,,,,,,85.71,14.28,,,400,,,,,,,,,14.28,,,,,,,,,1185.71,,,,,,,,,,,,,,,,,142.85,,,42.85,100,,285.71,,,,57.14,,,,,,,,,357.14,,,,,,,,,,,57.14,28.57,,,,,,,,,,,,,,,,,,28.57,,,,371.42,,,,,,,,,57.14,,,42.85,,,,,,,,,;;;;;;;;
21418,Jo-Anne Monahan,ACAP Cape Breton,TOM01,2012-12-11 12:00:00 AM,2012,346,Toms Brook,Bras d'Or Lakes,01F03,Eastern - Cape Breton Island,128,Nova Scotia Highlands,Nova Scotia,NS01FH0046,Located down a driveway off of Hay Cove Rd; driveway/logging road across from tiny house; followed this driveway/road 1/2 km to brook at base of the road.,Kick Net,400,1,False,Potential Reference,45.7539500,-60.6840200,nad83,59,2,,,100,100,,,2,,,,,,,,31,,,,,,,,,20,,,2,,24,18,,,,,,,,,,,,,,,,,,,,2,,13,,13,,,,,,,,,,,,,,,,,,59,,,,,,,,,4,,,,,,,,45,,,25,3,,2,,,,6,,,,,,,,1,1,,,,,,,,,,1,3,,,,,,1,,,,,1,,,,,,,,,,,,10,,,,,,,,,7,,,,,,,,,,,,;;;;;;
27439,Jo-Anne Monahan,ACAP Humber Arm,BMD01,2015-10-20 12:00:00 AM,2015,293,Blow-Me-Down Brook,Blow-Me-Down Brook,02Y01,Port au Port Bay,109,Southwestern Newfoundland,Newfoundland and Labrador,NF02YJ0037,"Site located on Route 450 upstream of bridge crossing, site can be accessed from staircase leading down to stream",Kick Net,400,1,False,Potential Reference,49.0607200,-58.2244000,nad83,21,4,,,100,100,,,,,,,,,,,89,,,,,,,,,2,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,57,,,,,,,,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,;;;;;;;;
27442,Jo-Anne Monahan,ACAP Humber Arm,CBS01,2015-10-20 12:00:00 AM,2015,293,Corner Brook Stream,Corner Brook Stream,02Y02,Humber,109,Southwestern Newfoundland,Newfoundland and Labrador,NF02YL0102,"Site located along the Corner Brook Stream Train, Upstream of walking bridge. Access via Brook Street",Kick Net,400,1,False,Potential Reference,48.9490100,-57.9454300,nad83,27,5,,,17,100,,,,5.88,,,,,,,358.82,,,,,,,,,11.76,,,,,117.64,5.88,,,,,,,,,,,,,,,,,,,,188.23,,5.88,,5.88,,,,,,,,,776.47,,,,,,,,,41.17,5.88,,,,,,,52.94,,,,,,,,,100,,,23.52,5.88,,,,,,41.17,,,,,,,,,,,,,,,,,,,5.88,,17.64,,5.88,,,,,,,,,,,,,,,,11.76,,,,,,,,,,,,,,,,5.88,,,,,,,,,;;;;;;;;
27443,Jo-Anne Monahan,ACAP Humber Arm,CKS01,2015-10-20 12:00:00 AM,2015,293,Cooks Brook,Cooks Brook,02Y02,Humber,109,Southwestern Newfoundland,Newfoundland and Labrador,NF02YL0090,"Site located on Route 440, access at the end of parking lot upstream of bridge.",Kick Net,400,1,False,Potential Reference,48.9697400,-58.0654600,nad83,21,3,,,24,100,,,,,,,,,,,158.33,,,,,,,,,29.16,,,,,216.66,,,,,,,,,,,,,,,,,,,,4.16,20.83,4.16,4.16,,4.16,,,,,,,,,41.66,,,,,,,,,187.5,,,,,,,,4.16,8.33,,,8.33,,,,,487.5,4.16,,91.66,25,,,,,,,,,,,,,,4.16,,,,,,,,,,,,8.33,,,,,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,41.66,8.33,,,,,,,,;;;;;;;;
27440,Jo-Anne Monahan,ACAP Humber Arm,COX01,2015-10-21 12:00:00 AM,2015,294,Cox's Brook,Cox's Brook,02Y03,Bonne Bay,109,Southwestern Newfoundland,Newfoundland and Labrador,NF02YH0054,"Site located in Cox's Cove, at the end of Route 440. site accessible via dirt road near mink farm. ",Kick Net,400,1,False,Potential Reference,49.1100400,-58.0610200,nad83,43,3,,,24,100,,,,,,,,,,,495.83,,,,4.16,,,,,4.16,,,,,175,,,,,,,,,,,,,,,,,,,,,75,8.33,4.16,,45.83,,,,,,,,,20.83,,4.16,,,,,,,83.33,,,,,,,,29.16,,,4.16,,,,,8.33,95.83,,,91.66,4.16,,,,,,,,,,,,,,25,,,,,,,,,,,,29.16,4.16,,,,,8.33,,,,,,,,,,,,,16.66,,,,,,,,,,,,,,,,8.33,16.66,,,,,,,,;;;;;;;;
27460,Jo-Anne Monahan,ACAP Humber Arm,GLS01,2015-10-22 12:00:00 AM,2015,295,Gales Brook,Humber River,02Y02,Humber,112,Central Newfoundland,Newfoundland and Labrador,NF02YL0097,This location is found on Route 420 upstream of the Gales Brook sign,Kick Net,400,1,False,Potential Reference,49.5476300,-56.9985100,nad83,145,3,,,45,100,,,2.22,,,,,,,,291.11,,,,,,,,,28.88,,,,,88.88,2.22,,,,,,,,,,,,,,,,,,,,2.22,,11.11,,6.66,,,,,,,,,22.22,,,,,,,,,51.11,,,,,,,,31.11,,,,,,,,,22.22,,,42.22,2.22,,,,,,11.11,,,,,,,,2.22,,,,,,,,,,,,24.44,4.44,,,,,,,,,,,,,,,,,,15.55,,,,8.88,,,,2.22,,,,,,,,4.44,,,,,2.22,,,,;;;;;;;;
27441,Jo-Anne Monahan,ACAP Humber Arm,HGH01,2015-10-21 12:00:00 AM,2015,294,Hughes Brook,Hughes Brook,02Y02,Humber,109,Southwestern Newfoundland,Newfoundland and Labrador,NF02YL0103,"Located on Route 440, can be accessed via estuary trail along side of highway downstream of bridge",Kick Net,400,1,False,Potential Reference,48.9979200,-57.8940700,nad83,13,3,,,40,100,,,,,,,,,,,177.5,,,,,,,,,17.5,,,5,,142.5,7.5,,,,,,,,,,,,,,,,,,,,20,12.5,70,,5,,,,,,,,,10,,,,,,,,,65,,,,,,,,,,,,,,,,5,72.5,,,65,2.5,,5,,,,2.5,,,,,,,,55,,,,,,,,,,,,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,12.5,7.5,,,,,,,,;;;;;;;;
